# inner_x, inner_y, inner_vel, center_x, center_y, center_vel, outer_x, outer_y, outer_vel, race_x, race_y, race_vel
-56.584572,28.634251,7.917000,-57.090654,28.418332,7.916505,-57.602033,28.213920,7.915840,-56.877508,28.007708,8.000000
-56.726642,28.943134,7.915487,-57.234104,28.730250,7.916735,-57.746887,28.528952,7.918712,-57.081332,28.351786,8.000000
-56.868390,29.252165,7.908181,-57.377219,29.042321,7.907642,-57.891386,28.844148,7.907045,-57.286554,28.695033,8.000000
-57.009696,29.561398,7.879804,-57.519878,29.354601,7.876899,-58.035413,29.159559,7.872938,-57.389701,28.866335,8.000000
-57.150443,29.870886,7.828490,-57.661958,29.667145,7.822534,-58.178833,29.475247,7.814431,-57.597089,29.208278,8.000000
-57.290551,30.180664,7.759486,-57.803400,29.979978,7.749925,-58.321628,29.791218,7.737328,-57.805965,29.549313,8.000000
-57.430440,30.490541,7.675318,-57.944674,30.292887,7.661088,-58.464340,30.107227,7.642612,-57.910974,29.719480,8.000000
-57.570808,30.800201,7.576152,-58.086505,30.605545,7.556234,-58.607715,30.422936,7.531273,-58.122152,30.059095,8.000000
-57.712335,31.109333,7.463316,-58.229599,30.917625,7.435902,-58.752496,30.738002,7.400186,-58.334907,30.397723,8.000000
-57.855701,31.417617,7.327147,-58.374675,31.228790,7.286013,-58.899441,31.052065,7.233947,-58.441888,30.566658,8.000000
-58.001566,31.724727,7.165339,-58.522434,31.538691,7.110536,-59.049297,31.364750,7.039916,-58.657077,30.903745,8.000000
-58.150575,32.030323,6.963343,-58.673571,31.846958,6.882260,-59.202820,31.675650,6.778239,-58.873930,31.239765,8.000000
-58.303361,32.334049,6.733554,-58.828767,32.153201,6.641191,-59.360741,31.984341,6.547074,-59.092481,31.574682,8.000000
-58.460548,32.635523,6.539817,-58.988745,32.456976,6.476270,-59.523954,32.290267,6.442682,-59.202405,31.741716,8.000000
-58.623028,32.934176,6.449804,-59.154594,32.757583,6.451962,-59.693748,32.592589,6.496274,-59.423567,32.074915,8.000000
-58.791805,33.229320,6.502159,-59.327402,33.054251,6.481009,-59.871395,32.890369,6.475190,-59.646512,32.406924,8.000000
-58.967875,33.520174,6.494790,-59.508471,33.345946,6.442855,-60.058448,33.182328,6.441824,-59.758662,32.572471,8.000000
-59.152206,33.805861,6.459841,-59.698330,33.632001,6.441097,-60.254084,33.468610,6.482309,-59.984340,32.902628,8.000000
-59.343995,34.086597,6.500391,-59.894774,33.913570,6.514105,-60.454458,33.751590,6.585196,-60.211880,33.231505,8.000000
-59.540290,34.364195,6.609134,-60.093808,34.193311,6.656958,-60.655112,34.034375,6.765441,-60.326358,33.395451,8.000000
-59.737208,34.641353,6.790743,-60.291452,34.474041,6.827687,-60.852614,34.319368,6.929099,-60.556750,33.722336,8.000000
-59.931204,34.920562,6.954222,-60.485046,34.757574,6.993471,-61.045888,34.607247,7.100541,-60.789082,34.047845,8.000000
-60.120893,35.202717,7.112818,-60.674915,35.043619,7.140391,-61.236367,34.896982,7.206560,-60.905986,34.210071,8.000000
-60.307737,35.486764,7.212394,-60.862735,35.331009,7.184917,-61.425487,35.187604,7.176695,-61.141286,34.533441,8.000000
-60.493207,35.771707,7.194411,-61.049838,35.618869,7.099135,-61.614698,35.478169,7.021178,-61.378602,34.855334,8.000000
-60.678684,36.056649,7.056749,-61.237727,35.906216,6.991544,-61.805557,35.767652,6.971362,-61.617966,35.175708,8.000000
-60.865609,36.340640,7.007179,-61.427839,36.192097,6.980347,-61.999562,36.055040,6.966773,-61.738424,35.335311,8.000000
-61.055290,36.622801,7.013010,-61.621596,36.475522,6.963495,-62.198340,36.339145,6.920307,-61.980913,35.653325,8.000000
-61.249066,36.902165,6.970695,-61.820372,36.755449,6.901486,-62.402778,36.619207,6.846328,-62.225524,35.969711,8.000000
-61.447892,37.177959,6.896456,-62.024496,37.031503,6.813420,-62.612545,36.895299,6.745552,-62.348634,36.127279,8.000000
-61.651692,37.450098,6.789579,-62.233560,37.303833,6.737873,-62.827187,37.167618,6.703604,-62.596480,36.441136,8.000000
-61.860082,37.718737,6.738388,-62.447165,37.572615,6.716714,-63.046250,37.436393,6.716863,-62.846519,36.753249,8.000000
-62.072706,37.984038,6.737420,-62.664903,37.838061,6.748986,-63.269296,37.701873,6.792555,-62.972369,36.908637,8.000000
-62.289194,38.246195,6.789196,-62.886381,38.100394,6.838410,-63.495900,37.964321,6.909387,-63.225754,37.218040,8.000000
-62.509191,38.505414,6.885056,-63.111213,38.359858,6.948942,-63.725652,38.224018,7.026452,-63.481405,37.525572,8.000000
-62.732348,38.761917,6.987892,-63.339024,38.616709,7.058845,-63.958154,38.481256,7.144634,-63.610082,37.678626,8.000000
-62.958322,39.015942,7.091694,-63.569452,38.871216,7.170410,-64.193023,38.736334,7.262173,-63.869097,37.983331,8.000000
-63.186777,39.267738,7.197170,-63.802139,39.123659,7.281914,-64.429888,38.989560,7.379963,-64.130246,38.286211,8.000000
-63.417385,39.517564,7.303238,-64.036742,39.374322,7.394403,-64.668389,39.241245,7.494522,-64.393426,38.587327,8.000000
-63.649823,39.765687,7.410850,-64.272922,39.623500,7.505145,-64.908175,39.491707,7.594680,-64.525745,38.737243,8.000000
-63.883774,40.012384,7.517616,-64.510348,39.871491,7.601893,-65.148904,39.741262,7.684415,-64.791787,39.035834,8.000000
-64.118926,40.257938,7.610944,-64.748694,40.118597,7.688983,-65.390242,39.990229,7.762239,-65.059614,39.332825,8.000000
-64.354968,40.502634,7.695270,-64.987642,40.365121,7.764803,-65.631851,40.238932,7.828918,-65.194166,39.480740,8.000000
-64.591596,40.746765,7.768921,-65.226866,40.611378,7.830028,-65.873461,40.487635,7.884252,-65.464494,39.775456,8.000000
-64.828496,40.990632,7.832481,-65.466098,40.857626,7.884427,-66.114991,40.736414,7.928388,-65.736371,40.068743,8.000000
-65.065407,41.234487,7.885700,-65.705253,41.103951,7.928034,-66.356470,40.985243,7.960530,-65.872862,40.214872,8.000000
-65.302241,41.478418,7.928508,-65.944355,41.350325,7.960104,-66.597904,41.234116,7.980853,-66.146892,40.506149,8.000000
-65.539024,41.722399,7.960199,-66.183413,41.596743,7.980644,-66.839309,41.483017,7.988765,-66.422244,40.796176,8.000000
-65.775763,41.966422,7.980634,-66.422442,41.843189,7.988995,-67.080699,41.731934,7.987557,-66.560388,40.940743,8.000000
-66.012471,42.210474,7.989091,-66.661453,42.089652,7.987537,-67.322087,41.980852,7.988343,-66.837557,41.229034,8.000000
-66.249163,42.454543,7.987564,-66.900462,42.336118,7.988471,-67.563486,42.229758,7.987177,-67.115829,41.516262,8.000000
-66.485851,42.698616,7.988589,-67.139481,42.582574,7.987402,-67.804911,42.478640,7.985559,-67.395116,41.802501,8.000000
-66.722547,42.942680,7.987598,-67.378522,42.829007,7.985897,-68.046375,42.727485,7.982775,-67.535114,41.945275,8.000000
-66.959265,43.186723,7.986175,-67.617601,43.075405,7.983252,-68.287891,42.976278,7.979132,-67.815766,42.230178,8.000000
-67.196018,43.430733,7.983642,-67.856729,43.321754,7.979735,-68.529474,43.225006,7.974415,-68.097220,42.514285,8.000000
-67.432817,43.674697,7.980223,-68.095920,43.568043,7.975214,-68.771138,43.473657,7.969303,-68.238224,42.656066,8.000000
-67.669677,43.918602,7.975853,-68.335188,43.814257,7.970218,-69.012895,43.722216,7.963904,-68.520730,42.939130,8.000000
-67.906611,44.162437,7.970961,-68.574545,44.060384,7.964937,-69.254759,43.970671,7.958233,-68.803832,43.221596,8.000000
-68.143630,44.406187,7.965788,-68.814005,44.306411,7.959390,-69.496745,44.219008,7.952282,-68.945583,43.362630,8.000000
-68.380748,44.649842,7.960354,-69.053581,44.552325,7.953568,-69.738868,44.467210,7.946064,-69.229430,43.644349,8.000000
-68.617977,44.893388,7.954650,-69.293289,44.798111,7.947482,-69.981150,44.715258,7.939566,-69.513671,43.925669,8.000000
-68.855332,45.136812,7.948685,-69.533147,45.043750,7.941126,-70.223611,44.963130,7.932795,-69.655915,44.066205,8.000000
-69.092831,45.380095,7.942459,-69.773176,45.289222,7.934499,-70.466274,45.210805,7.925753,-69.940600,44.347079,8.000000
-69.330494,45.623218,7.935964,-70.013398,45.534506,7.927611,-70.709160,45.458262,7.918412,-70.225479,44.627753,8.000000
-69.568341,45.866161,7.929216,-70.253832,45.779580,7.920427,-70.952290,45.705479,7.910909,-70.510475,44.908308,8.000000
-69.806393,46.108904,7.922181,-70.494500,46.024426,7.913050,-71.195684,45.952434,7.903388,-70.652993,45.048568,8.000000
-70.044668,46.351427,7.914928,-70.735422,46.269022,7.905636,-71.439366,46.199108,7.895879,-70.938017,45.329094,8.000000
-70.283187,46.593711,7.907620,-70.976618,46.513347,7.898247,-71.683354,46.445477,7.888340,-71.222963,45.609701,8.000000
-70.521969,46.835734,7.900340,-71.218109,46.757381,7.890822,-71.927671,46.691520,7.880878,-71.365384,45.750060,8.000000
-70.761035,47.077478,7.893038,-71.459915,47.001103,7.883482,-72.172338,46.937216,7.873450,-71.650067,46.030932,7.787619
-71.000404,47.318922,7.885768,-71.702056,47.244491,7.875932,-72.417374,47.182543,7.872152,-71.934481,46.312079,7.503737
-71.240095,47.560046,7.878495,-71.944553,47.487526,7.871313,-72.662802,47.427479,7.880420,-72.076564,46.452779,7.357447
-71.480128,47.800829,7.871922,-72.187425,47.730185,7.876047,-72.908641,47.672002,7.885004,-72.360433,46.734475,7.054871
-71.720522,48.041252,7.873269,-72.430692,47.972448,7.883832,-73.154912,47.916089,7.882007,-72.643797,47.016674,6.743910
-71.961297,48.281294,7.883067,-72.674374,48.214294,7.883917,-73.401617,48.159738,7.871985,-72.785139,47.158124,6.587742
-72.202471,48.520935,7.885672,-72.918489,48.455704,7.877139,-73.648612,48.403093,7.853106,-73.066290,47.442518,6.308158
-72.444063,48.760153,7.882217,-73.162964,48.696748,7.861758,-73.895660,48.646395,7.830749,-73.343109,47.731143,6.063026
-72.686056,48.998969,7.870704,-73.407583,48.937646,7.840639,-74.142531,48.889875,7.786695,-73.612961,48.026342,5.842217
-72.928269,49.237554,7.847537,-73.652124,49.178624,7.811460,-74.388996,49.133767,7.657974,-73.744438,48.176987,5.740233
-73.170501,49.476137,7.834984,-73.896358,49.419912,7.728153,-74.634823,49.378303,7.428739,-73.998879,48.485611,5.552934
-73.412493,49.714930,7.755969,-74.140068,49.661731,7.528691,-74.879765,49.623724,7.123582,-74.239334,48.805211,5.387916
-73.654096,49.954167,7.659897,-74.383002,49.904326,7.239433,-75.123636,49.870209,6.712244,-74.353254,48.969465,5.313544
-73.894999,50.194061,7.296907,-74.624973,50.147888,6.855404,-75.365662,50.118509,6.184611,-74.566547,49.307842,5.182197
-74.134988,50.434839,7.165316,-74.865620,50.392750,6.323091,-75.603375,50.370942,5.616067,-74.757022,49.659430,5.077050
-74.374156,50.676737,6.577148,-75.103277,50.640521,5.738697,-75.833462,50.630354,5.044055,-74.842391,49.840101,5.035700
-74.610471,50.920460,6.311810,-75.334554,50.894284,5.157928,-76.052694,50.899018,4.479615,-74.990887,50.211379,4.979229
-74.843859,51.169298,5.727050,-75.555912,51.156649,4.586183,-76.255254,51.180513,3.918292,-75.105507,50.594266,4.931578
-75.063968,51.425351,5.151086,-75.762477,51.431114,4.020859,-76.429017,51.480906,3.378364,-75.148534,50.789417,4.907923
-75.279503,51.693524,4.587891,-75.939588,51.724906,3.464307,-76.557103,51.803764,2.923070,-75.202686,51.185227,4.860953
-75.457769,51.977495,4.056877,-76.058041,52.048193,2.962876,-76.624028,52.145007,2.568530,-75.209658,51.584219,4.814433
-75.549824,52.299301,3.700935,-76.085111,52.389578,3.089439,-76.621222,52.492791,2.284583,-75.163051,51.980996,4.768359
-75.529811,52.581335,3.733442,-76.004559,52.724789,3.141088,-76.544132,52.832064,2.102654,-75.117374,52.175645,4.745487
-75.102718,52.615739,4.004463,-75.805965,53.006974,3.428606,-76.389033,53.146133,2.516144,-74.976654,52.549543,4.700072
-74.836732,52.649502,4.054588,-75.491351,53.140214,3.823723,-76.157497,53.410019,2.829393,-74.773922,52.894342,4.655092
-74.466593,52.675340,4.638313,-75.146915,53.174361,4.343733,-75.861783,53.594835,3.331764,-74.652676,53.053304,4.632763
-74.136350,52.712663,4.889822,-74.806561,53.197781,4.886744,-75.527265,53.690304,3.782413,-74.377276,53.343087,4.588427
-73.799384,52.753697,5.455801,-74.463652,53.230383,5.462192,-75.181825,53.723327,4.313295,-74.066504,53.594538,4.544515
-73.460107,52.797848,6.005580,-74.122829,53.267709,6.056859,-74.836114,53.747077,4.856740,-73.900541,53.706090,4.522506
-73.125122,52.844935,6.520691,-73.781991,53.310166,6.623318,-74.490851,53.780550,5.438861,-73.551989,53.901958,4.511877
-72.787548,52.892885,6.963829,-73.441741,53.355809,7.160282,-74.146291,53.818725,6.028187,-73.186385,54.063579,4.557440
-72.451459,52.941206,7.277088,-73.101771,53.403575,7.157619,-73.802257,53.862215,6.588416,-72.998641,54.132556,4.595903
-72.114611,52.988487,7.225147,-72.761908,53.452320,7.288582,-73.458658,53.908696,7.115769,-72.616123,54.248897,4.697874
-71.777685,53.033730,7.213911,-72.422047,53.500857,7.255814,-73.115329,53.957223,7.140326,-72.226805,54.339675,4.828545
-71.440305,53.075753,7.193648,-72.081981,53.548087,7.271916,-72.772107,54.006495,7.288321,-71.833112,54.409146,4.987723
-71.102390,53.113361,7.099602,-71.741594,53.592867,7.233212,-72.428826,54.055337,7.249695,-71.635042,54.437381,5.078743
-70.763956,53.145752,7.032753,-71.400748,53.634050,7.184613,-72.085325,54.102618,7.276250,-71.237928,54.483900,5.286033
-70.425058,53.173053,6.988010,-71.059367,53.670519,7.114087,-71.741463,54.147196,7.231950,-70.839783,54.520953,5.516743
-70.085828,53.195721,6.969678,-70.717467,53.701743,7.033960,-71.397124,54.187935,7.185300,-70.640442,54.536959,5.637011
-69.746335,53.214119,6.995835,-70.375151,53.728031,6.992132,-71.052244,54.223812,7.110277,-70.241509,54.564611,5.859160
-69.406657,53.228666,7.062093,-70.032518,53.749786,6.989365,-70.706862,54.254477,7.037809,-69.842211,54.586758,6.061922
-69.066849,53.239758,7.160483,-69.689645,53.767376,7.025326,-70.361084,54.280294,7.004080,-69.642460,54.595940,6.158262
-68.726954,53.247797,7.263466,-69.346601,53.781204,7.100146,-70.015002,54.301633,7.008207,-69.242822,54.610858,6.342010
-68.387008,53.253184,7.364237,-69.003437,53.791658,7.199034,-69.668690,54.318861,7.050222,-68.843053,54.621617,6.515819
-68.047033,53.256316,7.466418,-68.660195,53.799135,7.297349,-69.322213,54.332368,7.128080,-68.643130,54.625596,6.599632
-67.707046,53.257588,7.563745,-68.316907,53.804030,7.396245,-68.975622,54.342536,7.224615,-68.243252,54.631044,6.761349
-67.367057,53.257394,7.640204,-67.973595,53.806740,7.495870,-68.628958,54.349757,7.319576,-67.843343,54.633438,6.914580
-67.027070,53.256123,7.701964,-67.630274,53.807657,7.586374,-68.282249,54.354422,7.416457,-67.443426,54.632985,7.058212
-66.687087,53.254163,7.755402,-67.286951,53.807180,7.656878,-67.935519,54.356926,7.513970,-67.243471,54.631726,7.126281
-66.347106,53.251899,7.801204,-66.943632,53.805699,7.715426,-67.588780,54.357665,7.599902,-66.843579,54.627184,7.255219
-66.007124,53.249709,7.839037,-66.600316,53.803612,7.766561,-67.242041,54.357037,7.666886,-66.443726,54.619977,7.375142
-65.667139,53.247983,7.869172,-66.257001,53.801307,7.810130,-66.895306,54.355441,7.723517,-66.243820,54.615388,7.432052
-65.327152,53.246893,7.891250,-65.913685,53.799183,7.846110,-66.548573,54.353281,7.773228,-65.844057,54.604270,7.540303
-64.987163,53.246383,7.906480,-65.570366,53.797611,7.874327,-66.201841,54.350954,7.815502,-65.444373,54.590604,7.641751
-64.647174,53.246357,7.912233,-65.227044,53.796687,7.895035,-65.855108,54.348876,7.850489,-65.244565,54.582830,7.690128
-64.307185,53.246728,7.903636,-64.883722,53.796328,7.908279,-65.508372,54.347401,7.877696,-64.845026,54.565432,7.782565
-63.967197,53.247404,7.880428,-64.540399,53.796436,7.913616,-65.161633,54.346579,7.897892,-64.445600,54.545606,7.869694
-63.627209,53.248300,7.836420,-64.197077,53.796918,7.898753,-64.814894,54.346314,7.909694,-64.245933,54.534799,7.911420
-63.287222,53.249312,7.764766,-63.853755,53.797686,7.868780,-64.468155,54.346510,7.911026,-63.846699,54.511424,7.991474
-62.947234,53.250362,7.665059,-63.510434,53.798641,7.815935,-64.121416,54.347067,7.891074,-63.447606,54.485746,8.000000
-62.607246,53.250970,7.537060,-63.167113,53.799691,7.735858,-63.774677,54.347896,7.856041,-63.048665,54.457813,8.000000
-62.267257,53.250198,7.382144,-62.823792,53.800679,7.628862,-63.427940,54.348888,7.797317,-62.849254,54.443018,8.000000
-61.927283,53.247063,7.197990,-62.480469,53.800893,7.495337,-63.081202,54.349963,7.712303,-62.450557,54.411799,8.000000
-61.587355,53.240563,7.044684,-62.137150,53.799342,7.336517,-62.734463,54.350849,7.601448,-62.052031,54.378453,8.000000
-61.247539,53.229683,6.977981,-61.793854,53.795041,7.156948,-62.387724,54.350686,7.466089,-61.852836,54.360998,8.000000
-60.907941,53.213388,6.983252,-61.450624,53.787000,7.030725,-62.040991,54.348478,7.306604,-61.454582,54.324556,8.000000
-60.568710,53.190642,6.933714,-61.107539,53.774225,6.980618,-61.694291,54.343239,7.135448,-61.056515,54.286114,8.000000
-60.230054,53.160565,6.888286,-60.764713,53.755732,6.970280,-61.347674,54.334001,7.026480,-60.857555,54.266160,8.000000
-59.891975,53.124551,6.908089,-60.422313,53.730538,6.913910,-61.001225,54.319797,6.989877,-60.459779,54.224817,8.000000
-59.554201,53.085811,7.001016,-60.080517,53.698190,6.883104,-60.655065,54.299700,6.969381,-60.062202,54.181605,8.000000
-59.216398,53.047318,7.115940,-59.739236,53.660789,6.929116,-60.309369,54.272795,6.911038,-59.863490,54.159314,8.000000
-58.878257,53.011906,7.203619,-59.398179,53.621421,7.043589,-59.964280,54.239000,6.894038,-59.466217,54.113396,8.000000
-58.539730,52.980410,7.264839,-59.056989,53.583201,7.144949,-59.619660,54.200702,6.957249,-59.069148,54.065740,8.000000
-58.200973,52.951481,7.237770,-58.715402,53.548719,7.217164,-59.275214,54.160893,7.072750,-58.672285,54.016401,8.000000
-57.862154,52.923312,7.079948,-58.373455,53.518018,7.257863,-58.930565,54.122870,7.161857,-58.473931,53.991116,8.000000
-57.523412,52.894211,6.910027,-58.031337,53.489272,7.190887,-58.585487,54.088971,7.222480,-58.077377,53.939351,8.000000
-57.184933,52.862202,6.885906,-57.689207,53.460685,7.028961,-58.240076,54.058642,7.245786,-57.681029,53.886037,8.000000
-56.846965,52.825176,6.949166,-57.347219,53.430441,6.908826,-57.894537,54.029811,7.158998,-57.482932,53.858816,8.000000
-56.509868,52.780903,7.014691,-57.005578,53.396500,6.917254,-57.549024,54.000675,7.002186,-57.086888,53.803279,8.000000
-56.174026,52.727955,7.031151,-56.664552,53.356818,6.991900,-57.203704,53.969319,6.913134,-56.691046,53.746328,8.000000
-55.839334,52.668154,7.053053,-56.324528,53.309338,7.039692,-56.858798,53.933715,6.940964,-56.493200,53.717339,8.000000
-55.505422,52.604166,7.126378,-55.985760,53.253582,7.041470,-56.514582,53.891912,7.016359,-56.097653,53.658368,8.000000
-55.171842,52.538458,7.253639,-55.648037,53.191819,7.081728,-56.171437,53.842113,7.050925,-55.702300,53.598117,8.000000
-54.838304,52.472546,7.435340,-55.310985,53.126506,7.173780,-55.829516,53.784482,7.055455,-55.504694,53.567528,8.000000
-54.504782,52.406550,7.660707,-54.974158,53.060034,7.316072,-55.488576,53.721332,7.109179,-55.109622,53.505458,8.000000
-54.171273,52.340487,7.834639,-54.637353,52.993456,7.510110,-55.148236,53.655022,7.213142,-54.714732,53.442242,8.000000
-53.837776,52.274361,7.943322,-54.300565,52.926790,7.721201,-54.808065,53.587850,7.363623,-54.320018,53.377933,8.000000
-53.504291,52.208176,7.985813,-53.963789,52.860062,7.870046,-54.467911,53.520593,7.560295,-54.122726,53.345386,8.000000
-53.170817,52.141941,7.986723,-53.627027,52.793268,7.962049,-54.127774,53.453251,7.755533,-53.728266,53.279537,8.000000
-52.837351,52.075661,7.989208,-53.290275,52.726418,7.987243,-53.787650,53.385845,7.890338,-53.333968,53.212728,8.000000
-52.503893,52.009342,7.990510,-52.953534,52.659518,7.987383,-53.447538,53.318374,7.971021,-53.136877,53.178980,8.000000
-52.170441,51.942990,7.992248,-52.616801,52.592573,7.989740,-53.107438,53.250847,7.987316,-52.742808,53.110830,8.000000
-51.836995,51.876613,7.993646,-52.280076,52.525592,7.991045,-52.767347,53.183270,7.987975,-52.348884,53.041851,8.000000
-51.503552,51.810215,7.994666,-51.943357,52.458580,7.992811,-52.427265,53.115650,7.990053,-52.151973,53.007067,8.000000
-51.170112,51.743804,7.995416,-51.606642,52.391544,7.994014,-52.087190,53.047994,7.991489,-51.758251,52.936942,8.000000
-50.836674,51.677386,7.995792,-51.269932,52.324489,7.994958,-51.747121,52.980308,7.993140,-51.364654,52.866120,8.000000
-50.503236,51.610966,7.995856,-50.933223,52.257423,7.995560,-51.407057,52.912599,7.994250,-51.167899,52.830463,8.000000
-50.169797,51.544552,7.995582,-50.596516,52.190353,7.995814,-51.066996,52.844873,7.995117,-50.774474,52.758691,8.000000
-49.836355,51.478149,7.994983,-50.259808,52.123283,7.995744,-50.726937,52.777138,7.995610,-50.381153,52.686350,8.000000
-49.502910,51.411763,7.994044,-49.923099,52.056221,7.995337,-50.386879,52.709399,7.995772,-49.987928,52.613492,8.000000
-49.169461,51.345402,7.992781,-49.586387,51.989174,7.994596,-50.046820,52.641664,7.995599,-49.791348,52.576886,8.000000
-48.836005,51.279070,7.991187,-49.249670,51.922147,7.993517,-49.706759,52.573939,7.995088,-49.398249,52.503349,8.000000
-48.502542,51.212775,7.989532,-48.912949,51.855148,7.992110,-49.366694,52.506230,7.994236,-49.005222,52.429424,8.000000
-48.169071,51.146523,7.987879,-48.576220,51.788182,7.990435,-49.026625,52.438545,7.993047,-48.808733,52.392332,8.000000
-47.835590,51.080320,7.986222,-48.239484,51.721256,7.988765,-48.686550,52.370890,7.991524,-48.415799,52.317920,8.000000
-47.502098,51.014172,7.984569,-47.902738,51.654377,7.987093,-48.346468,52.303271,7.989832,-48.022914,52.243246,8.000000
-47.168593,50.948085,7.982913,-47.565982,51.587551,7.985419,-48.006377,52.235696,7.988146,-47.826487,52.205827,8.000000
-46.835076,50.882066,7.981259,-47.229214,51.520784,7.983749,-47.666277,52.168171,7.986454,-47.433659,52.130857,8.000000
-46.501543,50.816122,7.979611,-46.892434,51.454083,7.982072,-47.326165,52.100702,7.984764,-47.040857,52.055751,8.000000
-46.167995,50.750257,7.977938,-46.555638,51.387454,7.980411,-46.986040,52.033297,7.983073,-46.648070,51.980561,8.000000
-45.834430,50.684479,7.976502,-46.218827,51.320904,7.978717,-46.645902,51.965961,7.981384,-46.451680,51.942950,8.000000
-45.500847,50.618793,7.975495,-45.882000,51.254440,7.977126,-46.305748,51.898702,7.979697,-46.058900,51.867727,8.000000
-45.167244,50.553207,7.974939,-45.545154,51.188066,7.975916,-45.965578,51.831526,7.977991,-45.666112,51.792545,8.000000
-44.833620,50.487725,7.974811,-45.208289,51.121792,7.975165,-45.625390,51.764440,7.976547,-45.469712,51.754984,8.000000
-44.499974,50.422355,7.975119,-44.871404,51.055621,7.974854,-45.285184,51.697450,7.975546,-45.076895,51.679956,8.000000
-44.166308,50.357094,7.975863,-44.534496,50.989562,7.974979,-44.944957,51.630563,7.975004,-44.684046,51.605091,8.000000
-43.832622,50.291933,7.977048,-44.197566,50.923616,7.975545,-44.604708,51.563787,7.974901,-44.487607,51.567737,8.000000
-43.498918,50.226860,7.978663,-43.860616,50.857776,7.976555,-44.264437,51.497126,7.975242,-44.094695,51.493212,8.000000
-43.165199,50.161866,7.980712,-43.523647,50.792031,7.978008,-43.924144,51.430578,7.976030,-43.701726,51.418975,8.000000
-42.831467,50.096941,7.983223,-43.186662,50.726371,7.979885,-43.583830,51.364132,7.977269,-43.505219,51.381980,8.000000
-42.497723,50.032074,7.985928,-42.849662,50.660784,7.982243,-43.243499,51.297778,7.978945,-43.112153,51.308267,8.000000
-42.163970,49.967255,7.988478,-42.512650,50.595261,7.984931,-42.903152,51.231505,7.981068,-42.719010,51.234965,8.000000
-41.830210,49.902474,7.990479,-42.175628,50.529790,7.987678,-42.562792,51.165301,7.983655,-42.325781,51.162122,8.000000
-41.496444,49.837720,7.991921,-41.838597,50.464362,7.989875,-42.222420,51.099156,7.986425,-42.129133,51.125888,8.000000
-41.162675,49.772984,7.992876,-41.501561,50.398966,7.991500,-41.882038,51.033059,7.988874,-41.735761,51.053825,8.000000
-40.828905,49.708255,7.993200,-41.164520,50.333590,7.992628,-41.541650,50.966999,7.990751,-41.342282,50.982344,8.000000
-40.495135,49.643523,7.993951,-40.827477,50.268226,7.993101,-41.201256,50.900965,7.992084,-41.145502,50.946836,8.000000
-40.161368,49.578778,7.990784,-40.490434,50.202861,7.994192,-40.860860,50.834947,7.992866,-40.751849,50.876317,8.000000
-39.827605,49.514009,7.984115,-40.153393,50.137486,7.991988,-40.520463,50.768933,7.993365,-40.358072,50.806500,8.000000
-39.493849,49.449206,7.973765,-39.816357,50.072089,7.986190,-40.180066,50.702913,7.992613,-40.161136,50.771870,8.000000
-39.160100,49.384364,7.959801,-39.479326,50.006662,7.976694,-39.839674,50.636875,7.988027,-39.767157,50.703197,8.000000
-38.826347,49.319549,7.942383,-39.142303,49.941193,7.963506,-39.499286,50.570809,7.979782,-39.373036,50.635346,8.000000
-38.492563,49.254888,7.921886,-38.805281,49.875723,7.946642,-39.158907,50.504704,7.967751,-39.175922,50.601745,8.000000
-38.158725,49.190509,7.898350,-38.468234,49.810379,7.926622,-38.818532,50.438571,7.951992,-38.781574,50.535219,8.000000
-37.824808,49.126539,7.871703,-38.131138,49.745290,7.903497,-38.478143,50.372517,7.932790,-38.387070,50.469637,8.000000
-37.490790,49.063104,7.842105,-37.793967,49.680589,7.877186,-38.137711,50.306680,7.910396,-37.992402,50.405047,8.000000
-37.156646,49.000332,7.808492,-37.456697,49.616408,7.847861,-37.797212,50.241194,7.884779,-37.795006,50.373139,8.000000
-36.822354,48.938350,7.775255,-37.119303,49.552878,7.814231,-37.456619,50.176197,7.855955,-37.400082,50.310126,8.000000
-36.487894,48.877284,7.741909,-36.781763,49.490131,7.780252,-37.115907,50.111825,7.823630,-37.004984,50.248225,8.000000
-36.153245,48.817262,7.708819,-36.444054,49.428301,7.746153,-36.775052,50.048216,7.788802,-36.807368,50.217707,8.000000
-35.818388,48.758410,7.675641,-36.106155,49.367518,7.712199,-36.434030,49.985507,7.754001,-36.411997,50.157564,8.000000
-35.483306,48.700856,7.643194,-35.768045,49.307917,7.678146,-36.092819,49.923837,7.719140,-36.016442,50.098655,8.000000
-35.147983,48.644724,7.614037,-35.429707,49.249629,7.644645,-35.751397,49.863345,7.684254,-35.818594,50.069678,8.000000
-34.812403,48.590143,7.588412,-35.091122,49.192787,7.614459,-35.409745,49.804169,7.649497,-35.422753,50.012711,8.000000
-34.476556,48.537236,7.566282,-34.752276,49.137525,7.587884,-35.067843,49.746448,7.617874,-35.026721,49.957101,8.000000
-34.140429,48.486133,7.547629,-34.413155,49.083974,7.564897,-34.725676,49.690324,7.589966,-34.828632,49.929821,8.000000
-33.804019,48.436929,7.532431,-34.073748,49.032271,7.545476,-34.383229,49.635935,7.565733,-34.432305,49.876342,8.000000
-33.467336,48.389636,7.520643,-33.734049,48.982518,7.529611,-34.040489,49.583424,7.545161,-34.035781,49.824346,8.000000
