# inner_x, inner_y, inner_vel, center_x, center_y, center_vel, outer_x, outer_y, outer_vel, race_x, race_y, race_vel
-33.130390,48.344248,7.512295,-33.394068,48.934734,7.517259,-33.697448,49.532912,7.528246,-33.639060,49.773887,8.000000
-32.793193,48.300761,7.507325,-33.053817,48.888910,7.508445,-33.354115,49.484426,7.514956,-33.440624,49.749249,8.000000
-32.455757,48.259170,7.506739,-32.713309,48.845041,7.503201,-33.010503,49.437960,7.505298,-33.043604,49.701191,8.000000
-32.118094,48.219470,7.509843,-32.372555,48.803124,7.502528,-32.666625,49.393507,7.499387,-32.646386,49.654800,8.000000
-31.780214,48.181657,7.514054,-32.031567,48.763152,7.505797,-32.322493,49.351063,7.498112,-32.447703,49.632246,8.000000
-31.442129,48.145729,7.519145,-31.690357,48.725122,7.510273,-31.978120,49.310622,7.501288,-32.050190,49.588455,8.000000
-31.103849,48.111675,7.525156,-31.348936,48.689031,7.515652,-31.633518,49.272180,7.505964,-31.652483,49.546465,8.000000
-30.765389,48.079462,7.532112,-31.007318,48.654866,7.521996,-31.288699,49.235735,7.511552,-31.453557,49.526161,8.000000
-30.426763,48.049051,7.539984,-30.665515,48.622590,7.529297,-30.943677,49.201271,7.518147,-31.055564,49.486973,8.000000
-30.087983,48.020400,7.549194,-30.323544,48.592160,7.537570,-30.598466,49.168749,7.525716,-30.657385,49.449719,8.000000
-29.749062,47.993470,7.561329,-29.981416,48.563535,7.547526,-30.253081,49.138125,7.534316,-30.458227,49.431835,8.000000
-29.410012,47.968218,7.576752,-29.639146,48.536670,7.560861,-29.907537,49.109354,7.544903,-30.059781,49.397574,8.000000
-29.070844,47.944603,7.594503,-29.296746,48.511521,7.577394,-29.561848,49.082390,7.559116,-29.661165,49.365345,8.000000
-28.731569,47.922584,7.614598,-28.954227,48.488046,7.596296,-29.216025,49.057187,7.576536,-29.262388,49.335133,8.000000
-28.392197,47.902099,7.636999,-28.611600,48.466199,7.617593,-28.870082,49.033698,7.596409,-29.062949,49.320763,8.000000
-28.052743,47.883036,7.661700,-28.268878,48.445903,7.641226,-28.524030,49.011874,7.618710,-28.663965,49.293422,8.000000
-27.713219,47.865262,7.688695,-27.926074,48.427030,7.667202,-28.177883,48.991626,7.643387,-28.264864,49.267845,8.000000
-27.373636,47.848649,7.717964,-27.583202,48.409441,7.695487,-27.831654,48.972812,7.670440,-28.065278,49.255677,8.000000
-27.034004,47.833067,7.749560,-27.240273,48.393002,7.726086,-27.485357,48.955291,7.699820,-27.666031,49.232507,8.000000
-26.694332,47.818385,7.783082,-26.897297,48.377577,7.759007,-27.139005,48.938920,7.731546,-27.266702,49.210786,8.000000
-26.354628,47.804474,7.816978,-26.554283,48.363030,7.793562,-26.792606,48.923556,7.765584,-27.067013,49.200429,8.000000
-26.014898,47.791203,7.850104,-26.211238,48.349225,7.828053,-26.446170,48.909059,7.800990,-26.667583,49.180648,8.000000
-25.675149,47.778443,7.876455,-25.868169,48.336027,7.858988,-26.099704,48.895288,7.836110,-26.268099,49.162003,8.000000
-25.335385,47.766062,7.896164,-25.525082,48.323302,7.883089,-25.753215,48.882100,7.865471,-26.068341,49.153069,8.000000
-24.995613,47.753930,7.908692,-25.181983,48.310913,7.900303,-25.406710,48.869357,7.887957,-25.668791,49.135898,8.000000
-24.655836,47.741916,7.915474,-24.838877,48.298725,7.910378,-25.060194,48.856918,7.903191,-25.269206,49.119554,8.000000
-24.316060,47.729889,7.919250,-24.495769,48.286604,7.916034,-24.713672,48.844644,7.911876,-24.869594,49.103913,8.000000
-23.976289,47.717717,7.920843,-24.152663,48.274413,7.919216,-24.367149,48.832395,7.916992,-24.669780,49.096317,8.000000
-23.636528,47.705271,7.919985,-23.809564,48.262020,7.920050,-24.020630,48.820031,7.919776,-24.270135,49.081499,8.000000
-23.296782,47.692411,7.916740,-23.466477,48.249286,7.918389,-23.674120,48.807417,7.920036,-23.870477,49.067076,8.000000
-22.957055,47.679051,7.911110,-23.123409,48.236081,7.914310,-23.327625,48.794407,7.917805,-23.670645,49.059973,8.000000
-22.617349,47.665199,7.903733,-22.780360,48.222362,7.907819,-22.981149,48.780889,7.913101,-23.270973,49.045910,8.000000
-22.277661,47.650897,7.900860,-22.437332,48.208160,7.902406,-22.634694,48.766855,7.905962,-22.871299,49.031935,8.000000
-21.937990,47.636183,7.902220,-22.094321,48.193520,7.901420,-22.288258,48.752347,7.902089,-22.671463,49.024942,8.000000
-21.598336,47.621094,7.908404,-21.751328,48.178477,7.904841,-21.941841,48.737406,7.902558,-22.271791,49.010868,8.000000
-21.258697,47.605672,7.917964,-21.408351,48.163074,7.912980,-21.595441,48.722071,7.907738,-21.872129,48.996576,8.000000
-20.919072,47.589953,7.928140,-21.065389,48.147348,7.923087,-21.249056,48.706384,7.916970,-21.672302,48.989310,8.000000
-20.579458,47.573977,7.938145,-20.722440,48.131341,7.933242,-20.902686,48.690384,7.927254,-21.272659,48.974464,8.000000
-20.239855,47.557782,7.948170,-20.379502,48.115091,7.943310,-20.556329,48.674114,7.937402,-20.873036,48.959099,8.000000
-19.900261,47.541407,7.957493,-20.036574,48.098639,7.953421,-20.209982,48.657613,7.947548,-20.473438,48.943094,8.000000
-19.560673,47.524890,7.964952,-19.693654,48.082023,7.961659,-19.863645,48.640923,7.956968,-20.273650,48.934814,8.000000
-19.221090,47.508271,7.969163,-19.350739,48.065285,7.967881,-19.517314,48.624083,7.964499,-19.874102,48.917586,7.793124
-18.881511,47.491588,7.965545,-19.007829,48.048463,7.967856,-19.170989,48.607136,7.968453,-19.474613,48.899152,7.536121
-18.541933,47.474879,7.954055,-18.664921,48.031597,7.959422,-18.824668,48.590122,7.964236,-19.274901,48.889201,7.411963
-18.202354,47.458184,7.934926,-18.322013,48.014727,7.943361,-18.478347,48.573081,7.951840,-18.875615,48.866823,7.186712
-17.862773,47.441539,7.907587,-17.979103,47.997892,7.919054,-18.132026,48.556056,7.931828,-18.476657,48.839179,6.987968
-17.523184,47.425047,7.872928,-17.636189,47.981151,7.886529,-17.785702,48.539086,7.902273,-18.277372,48.822682,6.897308
-17.183576,47.408949,7.830081,-17.293261,47.964700,7.847393,-17.439370,48.522287,7.867143,-17.879427,48.783031,6.731426
-16.843938,47.393511,7.776149,-16.950306,47.948819,7.794865,-17.093017,48.505928,7.818935,-17.482653,48.732828,6.586065
-16.504259,47.378993,7.764809,-16.607313,47.933773,7.757406,-16.746630,48.490292,7.766177,-17.284935,48.703156,6.521224
-16.164531,47.365667,7.545246,-16.264273,47.919847,7.618714,-16.400199,48.475657,7.717323,-16.891150,48.633408,6.408006
-15.824750,47.353782,7.123217,-15.921179,47.907312,7.267946,-16.053716,48.462338,7.450615,-16.500406,48.548150,6.318422
-15.484912,47.343625,6.602912,-15.578029,47.896434,6.806678,-15.707176,48.450565,7.056029,-16.113920,48.445433,6.253213
-15.145020,47.335457,6.043816,-15.234819,47.887601,6.290113,-15.360575,48.440774,6.594970,-15.922774,48.386945,6.223218
-14.805141,47.326989,5.473396,-14.891589,47.879663,5.747449,-15.013928,48.432783,6.097299,-15.545453,48.254441,6.163661
-14.465590,47.309477,4.904642,-14.548538,47.865870,5.191436,-14.667346,48.422283,5.578151,-15.176718,48.099808,6.104674
-14.127745,47.271539,4.342566,-14.206472,47.836360,4.632071,-14.321277,48.400478,5.045987,-14.996332,48.013670,6.075393
-13.794994,47.201627,3.787448,-13.867383,47.782360,4.077336,-13.976911,48.359607,4.504526,-14.645062,47.822675,6.017251
-13.474531,47.088388,3.242151,-13.535013,47.696098,3.536341,-13.636445,48.293540,3.969522,-14.309325,47.605665,5.959665
-13.181618,46.916392,2.659486,-13.215334,47.570704,2.978684,-13.303209,48.197268,3.439349,-14.148382,47.487020,5.931079
-12.946042,46.671650,2.334432,-12.917910,47.398828,2.521352,-12.981834,48.066615,2.906631,-13.843077,47.229057,5.874317
-12.782707,46.373954,2.380270,-12.657367,47.175120,2.277201,-12.678650,47.897679,2.591745,-13.563794,46.943267,5.818099
-12.707664,46.042793,2.570312,-12.444920,46.905093,2.162522,-12.401968,47.688126,2.404837,-13.435371,46.789805,5.790192
-12.735646,45.704209,2.833072,-12.286520,46.600390,2.158997,-12.159723,47.439508,2.289495,-13.205259,46.463251,5.734780
-12.828420,45.377153,3.152272,-12.188842,46.271005,2.312819,-11.956969,47.157702,2.220922,-13.015346,46.111602,5.679897
-12.954694,45.061466,3.512336,-12.160248,45.928742,2.576298,-11.797344,46.849515,2.199978,-12.869266,45.739394,5.625540
-13.098317,44.753265,3.915573,-12.199829,45.587569,2.857723,-11.684708,46.521169,2.243888,-12.812885,45.547559,5.598556
-13.255159,44.451642,4.361438,-12.289264,45.255988,3.177359,-11.623291,46.179388,2.392301,-12.732094,45.156021,5.544977
-13.423805,44.156398,4.852801,-12.410774,44.934907,3.523920,-11.616044,45.832390,2.657828,-12.691885,44.758221,5.491911
-13.602287,43.867038,5.363175,-12.551229,44.621572,3.908687,-11.660157,45.488215,2.937010,-12.686201,44.558354,5.465569
-13.789012,43.582902,5.811518,-12.704771,44.314517,4.333151,-11.745700,45.152015,3.239277,-12.702032,44.158836,5.413263
-13.982249,43.303169,6.083321,-12.870286,44.013703,4.799233,-11.861778,44.825269,3.570547,-12.751955,43.762146,5.361457
-14.180438,43.026916,6.305113,-13.046044,43.718780,5.290153,-11.998303,44.506493,3.933151,-12.788898,43.565631,5.335740
-14.382100,42.753192,6.488082,-13.230590,43.429269,5.739067,-12.148394,44.193915,4.332516,-12.885174,43.177548,5.286907
-14.586496,42.481502,6.621313,-13.422371,43.144502,6.048110,-12.310385,43.887335,4.764814,-13.009256,42.797468,5.266061
-14.793884,42.212090,6.707333,-13.619886,42.863684,6.259778,-12.483029,43.586618,5.217337,-13.080993,42.610812,5.266067
-15.004592,41.945266,6.738007,-13.821661,42.585910,6.452510,-12.664901,43.291403,5.655643,-13.242404,42.244979,5.282870
-15.218922,41.681342,6.714174,-14.026471,42.310368,6.597463,-12.854674,43.001199,5.996121,-13.425890,41.889735,5.318056
-15.437195,41.420669,6.633046,-14.234057,42.036911,6.703252,-13.050926,42.715342,6.213230,-13.629337,41.545555,5.367919
-15.659710,41.163608,6.515091,-14.444794,41.765875,6.760414,-13.252272,42.433050,6.406728,-13.737973,41.377608,5.397502
-15.886768,40.910551,6.398714,-14.658957,41.497537,6.768587,-13.457336,42.153447,6.564531,-13.967682,41.050329,5.464779
-16.118659,40.661914,6.280148,-14.876858,41.232225,6.723915,-13.665212,41.875930,6.684432,-14.212627,40.734295,5.540131
-16.355657,40.418140,6.161827,-15.098791,40.970276,6.629529,-13.876003,41.600620,6.765087,-14.340372,40.580416,5.579924
-16.598024,40.179704,6.041791,-15.325042,40.712048,6.517563,-14.090057,41.327838,6.800818,-14.605626,40.281194,5.655500
-16.846001,39.947106,5.926545,-15.555890,40.457920,6.409999,-14.307638,41.057861,6.790334,-14.883290,39.993447,5.726142
-17.099797,39.720872,5.835425,-15.791600,40.208296,6.299502,-14.529051,40.791018,6.729817,-15.026551,39.853921,5.759751
-17.359602,39.501566,5.774512,-16.032425,39.963601,6.191107,-14.754569,40.527634,6.629952,-15.321334,39.583717,5.825140
-17.625544,39.289740,5.742103,-16.278596,39.724285,6.081116,-14.984463,40.268061,6.527199,-15.626508,39.325314,5.888439
-17.897754,39.086035,5.738337,-16.530324,39.490822,5.977749,-15.218992,40.012668,6.426369,-15.782770,39.200527,5.919419
-18.176131,38.890839,5.763687,-16.787791,39.263702,5.896754,-15.458399,39.761841,6.324230,-16.102109,38.959832,5.980165
-18.460123,38.703910,5.815389,-17.051155,39.043448,5.843242,-15.702913,39.515990,6.224553,-16.429985,38.730909,6.039464
-18.749064,38.524725,5.898213,-17.320515,38.830566,5.815745,-15.952742,39.275540,6.123901,-16.765747,38.513677,6.097500
-19.042368,38.352774,5.994802,-17.595974,38.625638,5.814360,-16.208069,39.040937,6.030680,-16.936375,38.409422,6.126092
-19.339504,38.187535,6.086755,-17.877393,38.428974,5.839595,-16.469053,38.812644,5.957950,-17.282742,38.209565,6.182497
-19.639991,38.028471,6.166289,-18.164257,38.240342,5.889130,-16.735824,38.591139,5.910281,-17.635467,38.021121,6.237965
-19.943413,37.875081,6.214792,-18.455955,38.059277,5.966567,-17.008462,38.376895,5.886418,-17.814034,37.931137,6.265388
-20.249364,37.726799,6.226511,-18.751946,37.885318,6.060116,-17.287040,38.170435,5.886385,-18.175243,37.759545,6.319660
-20.557712,37.583570,6.203235,-19.051735,37.717991,6.150093,-17.571405,37.972020,5.910683,-18.541495,37.598963,6.373258
-20.868646,37.446042,6.146998,-19.354866,37.556798,6.226807,-17.861078,37.781441,5.957572,-18.726357,37.522744,6.399849
-21.182365,37.314993,6.055333,-19.660944,37.401273,6.274876,-18.155498,37.598280,6.029195,-19.099268,37.378326,6.452651
-21.499027,37.191223,5.964899,-19.969577,37.250884,6.289765,-18.454159,37.422121,6.119054,-19.476092,37.244416,6.505012
-21.818739,37.075557,5.892251,-20.280585,37.105471,6.272892,-18.756597,37.252531,6.206963,-19.665840,37.181336,6.531051
-22.141550,36.968847,5.848631,-20.594121,36.965588,6.226050,-19.062380,37.089047,6.281400,-20.047764,37.062782,6.582896
-22.467438,36.871933,5.857680,-20.910375,36.831964,6.147221,-19.371127,36.931235,6.329587,-20.432643,36.954167,6.634490
-22.796281,36.785583,5.918659,-21.229496,36.705340,6.053761,-19.682466,36.778600,6.347588,-20.820127,36.855252,6.685909
-23.127592,36.709240,6.031196,-21.551588,36.586472,5.974726,-19.996169,36.630886,6.336777,-21.014741,36.809355,6.711576
-23.460755,36.641450,6.196105,-21.876701,36.476138,5.918473,-20.312345,36.488540,6.298138,-21.405549,36.724515,6.762872
-23.795303,36.580851,6.404576,-22.204821,36.375085,5.909025,-20.631176,36.352245,6.231802,-21.798215,36.648734,6.814177
-24.130849,36.526065,6.599292,-22.535867,36.284084,5.948729,-20.952808,36.222695,6.142423,-21.995157,36.614158,6.839855
-24.467099,36.475776,6.755851,-22.869526,36.203183,6.036625,-21.277338,36.100586,6.057645,-22.390124,36.551464,6.891305
-24.803813,36.428697,6.849271,-23.205223,36.131212,6.173682,-21.604821,35.986630,5.991857,-22.786331,36.497153,6.942939
-25.140790,36.383543,6.853649,-23.542470,36.066896,6.359666,-21.935251,35.881522,5.965865,-22.984830,36.473056,6.968845
-25.477919,36.339529,6.776456,-23.880870,36.008958,6.563166,-22.268564,35.785947,5.985870,-23.382503,36.430799,7.020871
-25.815326,36.297708,6.619922,-24.220103,35.956116,6.730065,-22.604572,35.700330,6.051216,-23.780918,36.396226,7.073233
-26.153238,36.260180,6.381919,-24.559913,35.907127,6.850641,-22.942802,35.623962,6.161886,-23.980350,36.381732,7.099555
-26.491791,36.228934,6.146895,-24.900084,35.860714,6.893897,-23.282746,35.555645,6.320255,-24.379567,36.358151,7.152511
-26.831020,36.206199,5.947092,-25.240444,35.815709,6.859623,-23.624004,35.494220,6.516746,-24.779134,36.341543,7.205912
-27.170802,36.194214,5.793784,-25.580991,35.772143,6.754497,-23.966233,35.438469,6.697778,-25.178924,36.331621,7.259782
-27.510794,36.195351,5.742504,-25.921942,35.731848,6.573764,-24.309160,35.387185,6.835683,-25.378868,36.329080,7.286896
-27.850393,36.211699,5.819677,-26.263472,35.696800,6.338847,-24.652556,35.339147,6.912563,-25.778779,36.328657,7.341498
-28.189070,36.241618,5.945136,-26.605668,35.668956,6.116934,-24.996222,35.293085,6.916440,-26.178654,36.334217,7.396607
-28.526684,36.281743,6.058159,-26.948491,35.650416,5.924611,-25.340046,35.248218,6.852215,-26.378555,36.339153,7.424354
-28.863388,36.328904,6.163244,-27.291746,35.643129,5.795235,-25.684156,35.205594,6.724693,-26.778222,36.353164,7.480253
-29.199490,36.380169,6.332975,-27.635018,35.649264,5.786369,-26.028771,35.167256,6.529050,-27.177670,36.372467,7.536707
-29.535386,36.432765,6.596398,-27.977736,35.669788,5.895345,-26.374012,35.135021,6.301994,-27.377298,36.384018,7.565147
-29.871479,36.484088,6.865210,-28.319494,35.702582,6.028732,-26.719909,35.110804,6.089234,-27.776316,36.410748,7.622470
-30.208135,36.531595,7.111889,-28.660228,35.744674,6.139138,-27.066356,35.096476,5.908450,-28.175001,36.442097,7.680359
-30.545557,36.573296,7.246408,-29.000107,35.793192,6.240593,-27.413098,35.093768,5.817173,-28.374212,36.459423,7.709497
-30.883589,36.609752,7.261220,-29.339442,35.845363,6.425495,-27.759678,35.104483,5.843559,-28.772336,36.497214,7.768169
-31.221980,36.642669,7.154679,-29.678637,35.898437,6.678363,-28.105587,35.128635,5.981408,-29.170064,36.538982,7.827410
-31.560551,36.673686,7.007193,-30.018104,35.949758,6.931233,-28.450523,35.163992,6.118615,-29.567387,36.584475,7.887277
-31.899133,36.704587,6.939837,-30.358223,35.996556,7.144531,-28.794474,35.207897,6.217876,-29.765892,36.608539,7.917466
-32.237558,36.737169,6.963446,-30.699140,36.037140,7.246153,-29.137619,35.257696,6.320376,-30.162594,36.659146,7.978394
-32.575622,36.773296,6.993067,-31.040613,36.072741,7.233397,-29.480281,35.310720,6.514834,-30.558891,36.712851,8.000000
-32.913057,36.814914,7.007705,-31.382398,36.105187,7.104374,-29.822868,35.364211,6.755286,-30.756889,36.740787,8.000000
-33.249562,36.863460,7.008942,-31.724311,36.136270,6.971539,-30.165810,35.415410,6.998335,-31.152595,36.798670,8.000000
-33.585077,36.918454,6.990788,-32.066178,36.167852,6.936139,-30.509499,35.461291,7.175960,-31.547933,36.859029,8.000000
-33.919703,36.978600,7.025930,-32.407823,36.201758,6.977107,-30.853990,35.500738,7.247435,-31.745470,36.890059,8.000000
-34.253574,37.042818,7.090305,-32.749027,36.239855,7.004666,-31.198976,35.535566,7.209737,-32.140297,36.953665,8.000000
-34.586868,37.109953,7.207014,-33.089506,36.283958,7.016352,-31.544224,35.567689,7.061953,-32.534822,37.019129,8.000000
-34.919786,37.178934,7.374249,-33.429020,36.334967,7.009395,-31.889542,35.599047,6.949695,-32.731980,37.052479,8.000000
-35.252540,37.248699,7.533024,-33.767575,36.391995,7.008607,-32.234757,35.631537,6.946392,-33.126111,37.120260,8.000000
-35.585354,37.318182,7.664589,-34.105275,36.453876,7.052789,-32.579679,35.666993,6.997111,-33.520038,37.189221,8.000000
-35.918364,37.386713,7.762186,-34.442259,36.519548,7.130089,-32.924077,35.707242,7.020979,-33.913842,37.258904,8.000000
-36.251558,37.454347,7.822071,-34.778712,36.587887,7.261038,-33.267667,35.753875,7.027767,-34.110724,37.293814,8.000000
-36.584862,37.521437,7.844745,-35.114833,36.657838,7.426584,-33.610280,35.807223,7.011444,-34.504552,37.363352,8.000000
-36.918221,37.588255,7.848562,-35.450845,36.728310,7.572878,-33.951968,35.866205,7.033851,-34.898550,37.431933,8.000000
-37.251571,37.655111,7.852051,-35.786966,36.798257,7.692655,-34.292831,35.929769,7.087185,-35.095641,37.465649,8.000000
-37.584854,37.722309,7.854678,-36.123301,36.867174,7.778683,-34.633020,35.996854,7.177602,-35.490100,37.531508,8.000000
-37.918006,37.790146,7.834222,-36.459801,36.935279,7.827622,-34.972720,36.066365,7.319241,-35.884998,37.594695,8.000000
-38.250970,37.858904,7.784024,-36.796395,37.002913,7.843294,-35.312137,36.137248,7.477728,-36.082632,37.625070,8.000000
-38.583807,37.928270,7.708252,-37.133027,37.070363,7.847607,-35.651503,36.208374,7.614231,-36.478339,37.682959,8.000000
-38.916681,37.997462,7.608262,-37.469630,37.137956,7.850637,-35.991025,36.278752,7.722928,-36.874664,37.736453,8.000000
-39.249747,38.065726,7.498507,-37.806144,37.205991,7.847206,-36.330763,36.348079,7.797910,-37.271638,37.784860,8.000000
-39.583155,38.132297,7.367300,-38.142503,37.274791,7.815299,-36.670647,36.416691,7.836032,-37.470374,37.806939,8.000000
-39.917040,38.196432,7.204070,-38.478672,37.344510,7.754382,-37.010610,36.484908,7.848425,-37.868337,37.846410,8.000000
-40.251519,38.257399,6.994608,-38.814767,37.414584,7.666648,-37.350589,36.553040,7.853130,-38.266915,37.879053,8.000000
-40.586681,38.314495,6.736396,-39.150957,37.484202,7.559256,-37.690519,36.621420,7.854674,-38.466415,37.892594,8.000000
-40.922597,38.366971,6.462115,-39.487402,37.552579,7.437086,-38.030338,36.690353,7.842742,-38.865771,37.913676,8.000000
-41.259370,38.413642,6.175709,-39.824256,37.618912,7.281686,-38.369975,36.760170,7.798787,-39.265486,37.926175,8.000000
-41.597097,38.452839,5.878209,-40.161655,37.682415,7.088397,-38.709445,36.830802,7.726376,-39.465427,37.928985,8.000000
-41.935762,38.482886,5.571497,-40.499713,37.742312,6.836692,-39.048900,36.901498,7.625576,-39.865330,37.927287,8.000000
-42.275219,38.502078,5.267158,-40.838516,37.797843,6.545585,-39.388513,36.971439,7.509244,-40.265056,37.915248,8.000000
-42.615157,38.508647,4.982595,-41.178154,37.848018,6.235515,-39.728449,37.039789,7.365923,-40.464763,37.905131,8.000000
-42.955073,38.500849,4.736438,-41.518758,37.891159,5.909855,-40.068865,37.105708,7.181113,-40.863620,37.876268,8.000000
-43.294242,38.476931,4.537619,-41.860382,37.925313,5.569327,-40.409898,37.168355,6.948319,-41.261422,37.835321,8.000000
-43.631692,38.435238,4.383198,-42.202927,37.948500,5.230359,-40.751660,37.226900,6.645373,-41.657707,37.781602,8.000000
-43.966306,38.374877,4.271787,-42.546110,37.958590,4.915183,-41.094238,37.280468,6.312575,-41.855101,37.749745,8.000000
-44.297073,38.296110,4.201385,-42.889404,37.953398,4.632749,-41.437763,37.327582,5.957801,-42.248068,37.675610,8.000000
-44.623142,38.199737,4.168746,-43.231987,37.930671,4.398923,-41.782362,37.366073,5.580736,-42.638043,37.587037,8.000000
-44.943723,38.086442,4.170845,-43.572686,37.888169,4.218024,-42.128006,37.393649,5.203500,-42.831661,37.537142,8.000000
-45.258108,37.956943,4.200660,-43.910111,37.824718,4.085620,-42.474461,37.407791,4.856511,-43.215722,37.425734,8.000000
-45.565654,37.811954,4.240910,-44.243047,37.740832,4.001402,-42.821198,37.405770,4.539356,-43.594791,37.298341,8.000000
-45.865764,37.652141,4.272280,-44.570477,37.637539,3.962405,-43.167299,37.384681,4.266206,-43.782130,37.228482,8.000000
-46.157887,37.478158,4.286493,-44.891477,37.515720,3.960184,-43.511333,37.341423,4.053363,-44.151831,37.076073,8.000000
-46.441486,37.290602,4.286074,-45.205240,37.376317,3.987098,-43.851541,37.274424,3.895608,-44.513917,36.906339,8.000000
-46.715915,37.089866,4.269344,-45.511028,37.220196,4.023851,-44.186449,37.184598,3.794342,-44.691692,36.814844,7.979316
-46.980378,36.876169,4.236214,-45.808169,37.048187,4.046014,-44.514826,37.073248,3.742954,-45.039935,36.618310,7.902953
-47.233981,36.649689,4.188053,-46.096035,36.861071,4.047179,-44.835600,36.941581,3.728554,-45.377187,36.403443,7.827321
-47.475764,36.410629,4.129965,-46.373877,36.659369,4.029907,-45.147839,36.790788,3.747687,-45.701826,36.169987,7.752412
-47.704682,36.159219,4.073992,-46.640726,36.443332,3.992057,-45.450701,36.621951,3.776642,-45.858859,36.046239,7.715227
-47.919616,35.895753,4.026132,-46.895471,36.213146,3.937406,-45.743438,36.436109,3.782745,-46.161231,35.784582,7.641392
-48.119377,35.620600,3.989909,-47.136891,35.969019,3.880555,-46.025182,36.233989,3.764902,-46.446205,35.504095,7.568262
-48.302764,35.334273,3.968008,-47.363637,35.711205,3.827375,-46.294750,36.015896,3.722672,-46.581452,35.356854,7.531961
-48.468891,35.037599,3.960324,-47.574240,35.440041,3.781579,-46.550736,35.782010,3.668268,-46.836093,35.048598,7.459879
-48.617538,34.731793,3.967594,-47.767114,35.155992,3.750366,-46.791554,35.532533,3.618106,-47.067994,34.722931,7.401570
-48.748707,34.418097,3.989691,-47.940832,34.859842,3.735255,-47.015410,35.267734,3.569317,-47.175119,34.554070,7.366068
-48.862435,34.097665,4.026224,-48.094887,34.553000,3.736719,-47.220297,34.987996,3.528841,-47.371517,34.205813,7.295574
-48.958851,33.771609,4.076017,-48.229325,34.237076,3.755148,-47.404057,34.693954,3.504008,-47.544412,33.845285,7.225754
-49.038112,33.440964,4.133158,-48.344237,33.913536,3.789977,-47.565483,34.387077,3.497612,-47.622196,33.661050,7.191096
-49.100398,33.106706,4.185310,-48.439836,33.583776,3.840652,-47.704627,34.069478,3.509644,-47.760720,33.285974,7.122276
-49.145892,32.769753,4.230431,-48.516366,33.249075,3.903458,-47.821673,33.743086,3.540149,-47.877079,32.903421,7.054115
-49.174771,32.430971,4.268032,-48.574091,32.910625,3.963183,-47.916967,33.409694,3.588301,-47.971943,32.514962,6.986606
-49.187191,32.091188,4.296044,-48.613272,32.569531,4.012681,-47.990889,33.070920,3.652852,-48.011539,32.318962,6.953094
-49.183286,31.751201,4.315707,-48.634138,32.226829,4.051706,-48.043831,32.728241,3.720356,-48.075525,31.924245,6.886552
-49.163155,31.411789,4.322338,-48.636890,31.883503,4.079952,-48.076152,32.383006,3.772890,-48.119894,31.526830,6.820647
-49.126874,31.073721,4.325974,-48.621675,31.540504,4.091306,-48.088162,32.036469,3.814293,-48.134970,31.327438,6.787931
-49.074468,30.737775,4.350487,-48.588598,31.198764,4.103035,-48.080097,31.689817,3.833312,-48.151408,30.927897,6.722969
-49.005941,30.404744,4.414938,-48.537704,30.859221,4.146112,-48.052118,31.344203,3.857190,-48.150237,30.528007,6.658319
-48.921304,30.075434,4.524910,-48.468984,30.522833,4.238786,-48.004307,31.000770,3.924502,-48.143302,30.328167,6.626473
-48.820430,29.750734,4.686963,-48.382429,30.190584,4.384927,-47.936642,30.660693,4.050171,-48.117238,29.929130,6.578117
-48.703780,29.431363,4.909940,-48.277848,29.863564,4.593489,-47.849086,30.325184,4.239030,-48.075578,29.531409,6.547609
-48.573008,29.117516,5.196300,-48.156096,29.542542,4.870068,-47.741351,29.995602,4.499323,-48.049148,29.333202,6.538184
-48.430457,28.808846,5.553691,-48.019627,29.227499,5.213235,-47.614864,29.672751,4.830121,-47.985572,28.938394,6.529527
-48.278462,28.504719,5.858984,-47.871410,28.917812,5.564164,-47.473091,29.356315,5.234643,-47.908342,28.546020,6.532757
-48.119305,28.204280,6.166886,-47.714196,28.612597,5.882862,-47.319668,29.045363,5.582439,-47.818203,28.156402,6.546125
-47.955311,27.906456,6.492077,-47.550654,28.310727,6.226379,-47.157821,28.738711,5.931311,-47.768521,27.962721,6.556147
-47.788704,27.610087,6.810772,-47.383336,28.010935,6.581636,-46.990567,28.434977,6.311067,-47.660370,27.577715,6.582073
-47.621840,27.313863,7.103981,-47.214635,27.711919,6.917413,-46.820590,28.132758,6.695149,-47.541080,27.196011,6.614975
-47.456858,27.016585,7.350015,-47.047055,27.412274,7.215284,-46.650497,27.830605,7.045439,-47.477471,27.006443,6.633774
-47.294083,26.718094,7.524455,-46.881771,27.111355,7.436966,-46.482394,27.527340,7.327891,-47.342735,26.629913,6.675648
-47.132904,26.418738,7.619665,-46.718392,26.809399,7.576178,-46.316504,27.222858,7.523022,-47.198518,26.256911,6.722774
-46.972679,26.118871,7.634577,-46.556255,26.506774,7.626261,-46.152205,26.917516,7.623495,-47.123055,26.071738,6.748161
-46.812786,25.818826,7.582265,-46.394728,26.203822,7.603524,-45.988844,26.611670,7.634868,-46.965810,25.704037,6.802356
-46.652594,25.518941,7.592674,-46.233169,25.900888,7.585079,-45.825775,26.305669,7.578534,-46.800654,25.339823,6.860871
-46.491491,25.219545,7.614772,-46.070929,25.598319,7.608394,-45.662327,25.999870,7.590754,-46.715296,25.158994,6.891672
-46.328862,24.920973,7.625433,-45.907377,25.296455,7.624553,-45.497840,25.694629,7.612264,-46.539396,24.799842,6.956254
